Year POS_DOY Lat Lon
2022 191.583333333333 79.7212493998557 4.42209389341437
2022 191.625 79.7210495752722 4.42122888095551
2022 191.666666666667 79.7212011200905 4.42123558647845
2022 191.708333333333 79.721058292452 4.42147296199042
2022 191.75 79.7208966893492 4.4198904585773
2022 191.791666666667 79.7213593704319 4.42329418202007
2022 191.833333333333 79.7212245894208 4.42266252175943
2022 191.875 79.721131382652 4.42108538276466
2022 191.916666666667 79.7209811789382 4.42230981125294
2022 191.958333333333 79.7217710895402 4.42627143420407
2022 192 79.7187093477672 4.43734761699125
2022 192.041666666667 79.7461630997755 4.66542256864443
2022 192.083333333333 79.8235931142326 5.41153269478875
2022 192.125 79.8931112821764 6.27324603636538
2022 192.166666666667 79.9887830012311 7.09388268553511
2022 192.208333333333 80.0809262741164 7.94395658039787
2022 192.25 80.1888865345053 8.74305240768507
2022 192.291666666667 80.290618034638 9.56443471100536
2022 192.333333333333 80.3381045364204 10.3734077735786
2022 192.375 80.3457012233556 10.6089271967964
2022 192.416666666667 80.3373763166294 10.6062932673867
2022 192.458333333333 80.2883763783202 10.5146408387805
2022 192.5 80.3800697106165 10.5144973405896
2022 192.541666666667 80.4583680902939 10.2804464268951
2022 192.583333333333 80.526934744533 10.1145893403643
2022 192.625 80.5251946613309 10.1331824143638
2022 192.708333333333 80.6416561836992 9.78372408650662
2022 192.75 80.6397511446328 9.77932928677376
2022 192.791666666667 80.7318360794685 9.49175891231053
2022 192.833333333333 80.7670762847112 9.34870328597447
2022 192.875 80.7979726521953 9.27266936139281
2022 192.916666666667 80.8743445351329 9.07358104429133
2022 192.958333333333 80.8871426962103 9.0733289166289
2022 193 80.9525798828948 8.83067481700627
2022 193.041666666667 81.0010681898038 8.63939575191711
2022 193.083333333333 81.0165780643569 8.46354609510578
2022 193.125 81.1046846124342 8.29637204387021
2022 193.166666666667 81.1184577565466 8.25521622629262
2022 193.208333333333 81.1353878608577 8.17078296368021
2022 193.25 81.1718679172914 8.14472396044278
2022 193.291666666667 81.2333032478871 7.97325569231842
2022 193.333333333333 81.2326266606227 7.86664324203988
2022 193.375 81.2587064509813 7.66040817859221
2022 193.416666666667 81.3383647107103 7.45925053711238
2022 193.458333333333 81.3712278080718 7.46178656588714
2022 193.5 81.4087398444855 7.27072878305486
2022 193.541666666667 81.4772394434953 7.05074203316821
2022 193.583333333333 81.479668183903 7.00798091339951
2022 193.625 81.4845632156469 6.93514284104961
2022 193.666666666667 81.5398676866214 6.86975996910095
2022 193.75 81.6026012064577 6.69326255877391
2022 193.791666666667 81.6055576715206 6.67063812438477
2022 193.833333333333 81.6053699168783 6.53589198207212
2022 193.875 81.6093845134607 6.53361210427357
2022 193.916666666667 81.6146644422212 6.54560157928475
2022 193.958333333333 81.6202615422166 6.57055953565595
2022 194 81.6252149120101 6.60763303086955
2022 194.041666666667 81.6291812288273 6.65309647638182
2022 194.083333333333 81.6315415729011 6.69929484720797
2022 194.125 81.6324528534682 6.7434949721989
2022 194.166666666667 81.6314094740993 6.78301732438905
2022 194.208333333333 81.6282049046877 6.80978577195322
2022 194.25 81.6237081810062 6.82892869883349
2022 194.291666666667 81.6181580196713 6.83820646036901
2022 194.333333333333 81.6121310956556 6.83854710093422
2022 194.375 81.6057829770913 6.83575760339247
2022 194.416666666667 81.6003099292701 6.8223827673425
2022 194.458333333333 81.5962926504786 6.80114101178293
2022 194.5 81.5932698007387 6.77757378086886
2022 194.541666666667 81.5914130414374 6.75487960904118
2022 194.583333333333 81.5925516392321 6.73182870339326
2022 194.625 81.5942199733389 6.70968974886475
2022 194.666666666667 81.5971911905522 6.68746630474723
2022 194.708333333333 81.6005761385307 6.66780973480999
2022 194.75 81.6030994268119 6.65880153529653
2022 194.791666666667 81.605241170838 6.65349478444426
2022 194.833333333333 81.6074848388126 6.64523223908139
2022 194.875 81.6100061154369 6.63275594310497
2022 194.916666666667 81.5929613466836 6.72190452944665
2022 194.958333333333 81.520546392831 6.94710281175989
2022 195 81.4446814474274 7.23794279920713
2022 195.041666666667 81.3853965780375 7.65772731052203
2022 195.083333333333 81.3135898151153 7.74637968816637
2022 195.125 81.2401945138093 7.85540210338843
2022 195.166666666667 81.2368880204492 7.89791780101763
2022 195.208333333333 81.231951414463 7.93125631995537
2022 195.25 81.2239611133314 7.94748904988106
2022 195.291666666667 81.2216182036172 7.98564749870584
2022 195.333333333333 81.21356487057 7.9637244620159
2022 195.375 81.2023277552323 7.93201538515183
2022 195.416666666667 81.1926382745885 7.88305567998026
2022 195.458333333333 81.1862532756479 7.82218294275899
2022 195.5 81.1828844209244 7.76396961593446
2022 195.541666666667 81.1815828789224 7.70955161509227
2022 195.583333333333 81.1830232252493 7.6778613136924
2022 195.625 81.1860581449305 7.63940245744004
2022 195.666666666667 81.189657669643 7.60952667054693
2022 195.708333333333 81.1924880708747 7.58311629790762
2022 195.75 81.1943314191301 7.55256325319786
2022 195.791666666667 81.1944548007521 7.5061221424414
2022 195.833333333333 81.1948799309063 7.45090216105592
2022 195.875 81.1966347662589 7.39394142591604
2022 195.916666666667 81.2001544952485 7.33839823832503
2022 195.958333333333 81.2068231378092 7.29161380479417
2022 196 81.2150944003519 7.26129411228263
2022 196.041666666667 81.2235299482065 7.26236297263878
2022 196.083333333333 81.2297566968058 7.29982404707815
2022 196.125 81.2322431047108 7.34781279252843
2022 196.166666666667 81.2312466640023 7.38788902091318
2022 196.208333333333 81.2275546030733 7.40779637740829
2022 196.25 81.2211843562832 7.41125642724373
2022 196.291666666667 81.2121064193312 7.39911138410039
