 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-18  00:00:21 , 0 , 2022-07-18  00:00:00 , 81.52054438117412 , 4.9304945725497475 , 0 , 2022 , 07 , 18 , 00 , 00 , 0.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  01:01:37 , 0 , 2022-07-18  01:00:00 , 81.52240449323682 , 4.904489213495793 , 0 , 2022 , 07 , 18 , 01 , 00 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  02:00:19 , 0 , 2022-07-18  02:00:00 , 81.52509273738221 , 4.892462187556163 , 0 , 2022 , 07 , 18 , 02 , 00 , 0.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  03:00:19 , 0 , 2022-07-18  03:00:00 , 81.52816118467814 , 4.894657575765706 , 0 , 2022 , 07 , 18 , 03 , 00 , 0.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  05:00:17 , 0 , 2022-07-18  05:00:00 , 81.53394268655435 , 4.92615609920955 , 0 , 2022 , 07 , 18 , 05 , 00 , 1.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  06:00:19 , 0 , 2022-07-18  06:00:00 , 81.53568813417482 , 4.949257966831794 , 0 , 2022 , 07 , 18 , 06 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  07:00:17 , 0 , 2022-07-18  07:00:00 , 81.5361494741529 , 4.967834947576222 , 0 , 2022 , 07 , 18 , 07 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  08:00:17 , 0 , 2022-07-18  08:00:00 , 81.53541320773442 , 4.97692227226031 , 0 , 2022 , 07 , 18 , 08 , 00 , 1.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  09:00:19 , 0 , 2022-07-18  09:00:00 , 81.53315143484781 , 4.975844024172062 , 0 , 2022 , 07 , 18 , 09 , 00 , 1.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-18  10:00:18 , 0 , 2022-07-18  10:00:00 , 81.52959281382519 , 4.965186266016133 , 0 , 2022 , 07 , 18 , 10 , 00 , 1.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
