 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-16  00:00:16 , 0 , 2022-07-16  00:00:00 , 81.37999796152101 , 6.497413009250948 , 0 , 2022 , 07 , 16 , 00 , 00 , 0.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  01:00:17 , 0 , 2022-07-16  01:00:00 , 81.3855065486137 , 6.496322691221394 , 0 , 2022 , 07 , 16 , 01 , 00 , 0.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  02:00:17 , 0 , 2022-07-16  02:00:00 , 81.38997309744198 , 6.507828027476563 , 0 , 2022 , 07 , 16 , 02 , 00 , 0.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  03:00:15 , 0 , 2022-07-16  03:00:00 , 81.3945315119345 , 6.542097272997921 , 0 , 2022 , 07 , 16 , 03 , 00 , 0.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  05:00:15 , 0 , 2022-07-16  05:00:00 , 81.39898464971688 , 6.618109739906174 , 0 , 2022 , 07 , 16 , 05 , 00 , 0.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  06:00:15 , 0 , 2022-07-16  06:00:00 , 81.39844150235899 , 6.6138114997036155 , 0 , 2022 , 07 , 16 , 06 , 00 , 0.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  07:00:16 , 0 , 2022-07-16  07:00:00 , 81.3954146293053 , 6.599366462192933 , 0 , 2022 , 07 , 16 , 07 , 00 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  08:00:15 , 0 , 2022-07-16  08:00:00 , 81.38972298143642 , 6.568204556000495 , 0 , 2022 , 07 , 16 , 08 , 00 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  09:00:18 , 0 , 2022-07-16  09:00:00 , 81.38265468970863 , 6.5138442226555355 , 0 , 2022 , 07 , 16 , 09 , 00 , 1.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  10:00:18 , 0 , 2022-07-16  10:00:00 , 81.37633808710206 , 6.440534081490881 , 0 , 2022 , 07 , 16 , 10 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  11:00:16 , 0 , 2022-07-16  11:00:00 , 81.3726131691106 , 6.351016691387684 , 0 , 2022 , 07 , 16 , 11 , 00 , 1.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  12:00:17 , 0 , 2022-07-16  12:00:00 , 81.37149669954161 , 6.257917210931623 , 0 , 2022 , 07 , 16 , 12 , 00 , 1.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  13:00:17 , 0 , 2022-07-16  13:00:00 , 81.37290150659689 , 6.17130867667845 , 0 , 2022 , 07 , 16 , 13 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  14:00:19 , 0 , 2022-07-16  14:00:00 , 81.37701668602327 , 6.093499129623126 , 0 , 2022 , 07 , 16 , 14 , 00 , 1.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  15:00:19 , 0 , 2022-07-16  15:00:00 , 81.38412655199329 , 6.0429207112145775 , 0 , 2022 , 07 , 16 , 15 , 00 , 1.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  16:00:18 , 0 , 2022-07-16  16:00:00 , 81.39042303803103 , 6.021201522421933 , 0 , 2022 , 07 , 16 , 16 , 00 , 1.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  17:00:23 , 0 , 2022-07-16  17:00:00 , 81.39638625957883 , 6.014659614244664 , 0 , 2022 , 07 , 16 , 17 , 00 , 1.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  18:00:16 , 0 , 2022-07-16  18:00:00 , 81.39417477811423 , 6.026345999619139 , 0 , 2022 , 07 , 16 , 18 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  19:00:24 , 0 , 2022-07-16  19:00:00 , 81.3923830623855 , 6.007651001671007 , 0 , 2022 , 07 , 16 , 19 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  20:00:23 , 0 , 2022-07-16  20:00:00 , 81.39273778454887 , 5.950047877433775 , 0 , 2022 , 07 , 16 , 20 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  21:00:16 , 0 , 2022-07-16  21:00:00 , 81.3941915419216 , 5.870925388987388 , 0 , 2022 , 07 , 16 , 21 , 00 , 0.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  22:00:19 , 0 , 2022-07-16  22:00:00 , 81.39816791702319 , 5.796892392450104 , 0 , 2022 , 07 , 16 , 22 , 00 , 0.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-16  23:00:16 , 0 , 2022-07-16  23:00:00 , 81.40425988461135 , 5.745034560265225 , 0 , 2022 , 07 , 16 , 23 , 00 , 0.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
