 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-25  00:00:32 , 0 , 2022-07-25  00:00:00 , 81.3917762125597 , 3.356737843557454 , 0 , 2022 , 07 , 25 , 00 , 00 , -0.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  01:00:15 , 0 , 2022-07-25  01:00:00 , 81.39304154473791 , 3.3354813358474473 , 0 , 2022 , 07 , 25 , 01 , 00 , -0.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  02:00:32 , 0 , 2022-07-25  02:00:00 , 81.39386632405916 , 3.318449307587713 , 0 , 2022 , 07 , 25 , 02 , 00 , 0.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  03:00:16 , 0 , 2022-07-25  03:00:00 , 81.39418282474176 , 3.30335249324753 , 0 , 2022 , 07 , 25 , 03 , 00 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  04:00:47 , 0 , 2022-07-25  04:00:00 , 81.39349617919302 , 3.291935669895139 , 0 , 2022 , 07 , 25 , 04 , 00 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  05:00:15 , 0 , 2022-07-25  05:00:00 , 81.39156767079638 , 3.2813208270860343 , 0 , 2022 , 07 , 25 , 05 , 00 , 1.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  06:00:34 , 0 , 2022-07-25  06:00:00 , 81.38852939835365 , 3.2641131141253084 , 0 , 2022 , 07 , 25 , 06 , 00 , 1.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  07:00:19 , 0 , 2022-07-25  07:00:00 , 81.38514109761363 , 3.2433139230795973 , 0 , 2022 , 07 , 25 , 07 , 00 , 1.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  08:00:30 , 0 , 2022-07-25  08:00:00 , 81.38164483795433 , 3.220842374613426 , 0 , 2022 , 07 , 25 , 08 , 00 , 1.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-25  09:00:18 , 0 , 2022-07-25  09:00:00 , 81.37809962797758 , 3.1938580092107145 , 0 , 2022 , 07 , 25 , 09 , 00 , 1.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
