 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-15  00:00:16 , 0 , 2022-07-15  00:00:00 , 81.59225324346144 , 6.082243238821235 , 0 , 2022 , 07 , 15 , 00 , 00 , 0.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  01:00:14 , 0 , 2022-07-15  01:00:00 , 81.5946182814013 , 6.089263921336169 , 0 , 2022 , 07 , 15 , 01 , 00 , 0.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  02:00:14 , 0 , 2022-07-15  02:00:00 , 81.59643950143095 , 6.108194953691651 , 0 , 2022 , 07 , 15 , 02 , 00 , 0.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  03:00:15 , 0 , 2022-07-15  03:00:00 , 81.597464775888 , 6.133874424330855 , 0 , 2022 , 07 , 15 , 03 , 00 , 0.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  04:00:14 , 0 , 2022-07-15  04:00:00 , 81.59711139482923 , 6.160966078100557 , 0 , 2022 , 07 , 15 , 04 , 00 , 0.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  05:00:25 , 0 , 2022-07-15  05:00:00 , 81.59451971021412 , 6.187239658071974 , 0 , 2022 , 07 , 15 , 05 , 00 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  06:00:16 , 0 , 2022-07-15  06:00:00 , 81.59030461849599 , 6.202624809898424 , 0 , 2022 , 07 , 15 , 06 , 00 , 0.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  07:00:25 , 0 , 2022-07-15  07:00:00 , 81.58370973668752 , 6.190360408446821 , 0 , 2022 , 07 , 15 , 07 , 00 , 1.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  08:00:21 , 0 , 2022-07-15  08:00:00 , 81.57574491654307 , 6.167030553044697 , 0 , 2022 , 07 , 15 , 08 , 00 , 1.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  09:00:22 , 0 , 2022-07-15  09:00:00 , 81.56809994984269 , 6.129666038135639 , 0 , 2022 , 07 , 15 , 09 , 00 , 1.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
