 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-21  00:00:17 , 0 , 2022-07-21  00:00:00 , 81.4031829776277 , 5.195938062425739 , 0 , 2022 , 07 , 21 , 00 , 00 , 1.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  01:00:19 , 0 , 2022-07-21  01:00:00 , 81.40545145603724 , 5.1823714484197865 , 0 , 2022 , 07 , 21 , 01 , 00 , 1.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  02:00:15 , 0 , 2022-07-21  02:00:00 , 81.4078681265037 , 5.1768192754280165 , 0 , 2022 , 07 , 21 , 02 , 00 , 2.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  03:00:16 , 0 , 2022-07-21  03:00:00 , 81.40999444782702 , 5.180444281127706 , 0 , 2022 , 07 , 21 , 03 , 00 , 2.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  04:00:15 , 0 , 2022-07-21  04:00:00 , 81.41131610639786 , 5.192803901005021 , 0 , 2022 , 07 , 21 , 04 , 00 , 2.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  05:00:15 , 0 , 2022-07-21  05:00:00 , 81.4119826353778 , 5.210383099936422 , 0 , 2022 , 07 , 21 , 05 , 00 , 4.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  06:00:19 , 0 , 2022-07-21  06:00:00 , 81.41189278137045 , 5.22924573595796 , 0 , 2022 , 07 , 21 , 06 , 00 , 4.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  07:00:18 , 0 , 2022-07-21  07:00:00 , 81.41118668980519 , 5.246806159425148 , 0 , 2022 , 07 , 21 , 07 , 00 , 4.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  08:00:23 , 0 , 2022-07-21  08:00:00 , 81.4100279754417 , 5.260655746499054 , 0 , 2022 , 07 , 21 , 08 , 00 , 3.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-21  09:00:17 , 0 , 2022-07-21  09:00:00 , 81.4085594659185 , 5.269912050361171 , 0 , 2022 , 07 , 21 , 09 , 00 , 4.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
