 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-10  14:01:03 , 0 , 2022-07-10  14:00:00 , 79.72120313174744 , 4.4214541865261765 , 0 , 2022 , 07 , 10 , 14 , 00 , 4.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  15:02:36 , 0 , 2022-07-10  15:00:00 , 79.72102811759879 , 4.421318734962853 , 0 , 2022 , 07 , 10 , 15 , 00 , 2.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  16:00:37 , 0 , 2022-07-10  16:00:00 , 79.7211843562832 , 4.421165849039909 , 0 , 2022 , 07 , 10 , 16 , 00 , 2.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  17:01:26 , 0 , 2022-07-10  17:00:00 , 79.72104286974923 , 4.42129593618489 , 0 , 2022 , 07 , 10 , 17 , 00 , 2.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  18:00:17 , 0 , 2022-07-10  18:00:00 , 79.72080616478956 , 4.419737572654327 , 0 , 2022 , 07 , 10 , 18 , 00 , 2.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  19:00:38 , 0 , 2022-07-10  19:00:00 , 79.72127488084286 , 4.423294182020072 , 0 , 2022 , 07 , 10 , 19 , 00 , 2.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  20:00:15 , 0 , 2022-07-10  20:00:00 , 79.72118636794008 , 4.422489519267657 , 0 , 2022 , 07 , 10 , 20 , 00 , 2.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  21:00:24 , 0 , 2022-07-10  21:00:00 , 79.7211112660832 , 4.421066607300446 , 0 , 2022 , 07 , 10 , 21 , 00 , 2.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  22:00:42 , 0 , 2022-07-10  22:00:00 , 79.72099794274556 , 4.422355408808897 , 0 , 2022 , 07 , 10 , 22 , 00 , 2.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-10  23:00:18 , 0 , 2022-07-10  23:00:00 , 79.7217382324778 , 4.425938840266383 , 0 , 2022 , 07 , 10 , 23 , 00 , 1.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
