 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-17  00:00:17 , 0 , 2022-07-17  00:00:00 , 81.53914818401029 , 5.075319115836578 , 0 , 2022 , 07 , 17 , 00 , 00 , 0.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  01:00:33 , 0 , 2022-07-17  01:00:00 , 81.54300989466964 , 5.070986006914723 , 0 , 2022 , 07 , 17 , 01 , 00 , 0.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  02:00:21 , 0 , 2022-07-17  02:00:00 , 81.54693933111068 , 5.082198982369846 , 0 , 2022 , 07 , 17 , 02 , 00 , 0.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  03:00:21 , 0 , 2022-07-17  03:00:00 , 81.55064480308562 , 5.108463174609142 , 0 , 2022 , 07 , 17 , 03 , 00 , 1.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  04:00:20 , 0 , 2022-07-17  04:00:00 , 81.55353622457602 , 5.144376614354655 , 0 , 2022 , 07 , 17 , 04 , 00 , 2.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  05:00:53 , 0 , 2022-07-17  05:00:00 , 81.5555029544534 , 5.1834389676713215 , 0 , 2022 , 07 , 17 , 05 , 00 , 3.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  06:00:20 , 0 , 2022-07-17  06:00:00 , 81.55622312761682 , 5.220092697149084 , 0 , 2022 , 07 , 17 , 06 , 00 , 2.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  07:00:55 , 0 , 2022-07-17  07:00:00 , 81.55537622006989 , 5.250651106277161 , 0 , 2022 , 07 , 17 , 07 , 00 , 3.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  08:01:03 , 0 , 2022-07-17  08:00:00 , 81.55283616798138 , 5.271617935396307 , 0 , 2022 , 07 , 17 , 08 , 00 , 4.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  09:00:33 , 0 , 2022-07-17  09:00:00 , 81.54873775236234 , 5.28160380015396 , 0 , 2022 , 07 , 17 , 09 , 00 , 6.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  10:00:19 , 0 , 2022-07-17  10:00:00 , 81.54328616221466 , 5.281551497075043 , 0 , 2022 , 07 , 17 , 10 , 00 , 6.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  11:00:18 , 0 , 2022-07-17  11:00:00 , 81.53751471862284 , 5.271817759979825 , 0 , 2022 , 07 , 17 , 11 , 00 , 7.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  12:00:19 , 0 , 2022-07-17  12:00:00 , 81.53210134995587 , 5.25824980486928 , 0 , 2022 , 07 , 17 , 12 , 00 , 8.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  13:00:19 , 0 , 2022-07-17  13:00:00 , 81.52780109809643 , 5.230759843037106 , 0 , 2022 , 07 , 17 , 13 , 00 , 10.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  14:00:19 , 0 , 2022-07-17  14:00:00 , 81.52443961944817 , 5.20318941492971 , 0 , 2022 , 07 , 17 , 14 , 00 , 10.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  15:00:18 , 0 , 2022-07-17  15:00:00 , 81.52238638832489 , 5.178645859876042 , 0 , 2022 , 07 , 17 , 15 , 00 , 11.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  16:00:38 , 0 , 2022-07-17  16:00:00 , 81.52132155128251 , 5.1569280121879615 , 0 , 2022 , 07 , 17 , 16 , 00 , 12.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  17:00:19 , 0 , 2022-07-17  17:00:00 , 81.52095811193931 , 5.136615642107472 , 0 , 2022 , 07 , 17 , 17 , 00 , 10.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  18:00:26 , 0 , 2022-07-17  18:00:00 , 81.52105668312649 , 5.118427581693396 , 0 , 2022 , 07 , 17 , 18 , 00 , 8.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  19:00:16 , 0 , 2022-07-17  19:00:00 , 81.52136111386784 , 5.09771958575962 , 0 , 2022 , 07 , 17 , 19 , 00 , 6.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  20:00:19 , 0 , 2022-07-17  20:00:00 , 81.5212363911412 , 5.0752332851429856 , 0 , 2022 , 07 , 17 , 20 , 00 , 3.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  21:00:18 , 0 , 2022-07-17  21:00:00 , 81.52109825736869 , 5.045118781633306 , 0 , 2022 , 07 , 17 , 21 , 00 , 3.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  22:01:05 , 0 , 2022-07-17  22:00:00 , 81.52036936702547 , 5.007231235935166 , 0 , 2022 , 07 , 17 , 22 , 00 , 2.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-17  23:01:30 , 0 , 2022-07-17  23:00:00 , 81.51988120495565 , 4.965827314008919 , 0 , 2022 , 07 , 17 , 23 , 00 , 1.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
