 Received  Date(GMT) , Sent  Date(GMT) , Data  Date(GMT) , LATITUDE , LONGITUDE , FMTID , YEAR , MONTH , DAY , HOUR , MIN , SST , BP , BPT , AT , SSH1_SNOW1 , SSH2_SNOW2 , SSH3_SNOW3 , SSH4_SNOW4 , VBAT , SBDTIME , GPSDELAY , TTFF , T1 , T2 , T3 , Hex  Data 
 2022-07-15  00:00:15 , 0 , 2022-07-15  00:00:00 , 81.21509440035192 , 7.261294112282627 , 0 , 2022 , 07 , 15 , 00 , 00 , 0.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  01:00:23 , 0 , 2022-07-15  01:00:00 , 81.22352994820653 , 7.262362972638783 , 0 , 2022 , 07 , 15 , 01 , 00 , 0.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  02:00:16 , 0 , 2022-07-15  02:00:00 , 81.22975669680577 , 7.299824047078147 , 0 , 2022 , 07 , 15 , 02 , 00 , 0.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  03:00:20 , 0 , 2022-07-15  03:00:00 , 81.23224310471076 , 7.34781279252843 , 0 , 2022 , 07 , 15 , 03 , 00 , 0.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  04:00:15 , 0 , 2022-07-15  04:00:00 , 81.23124666400233 , 7.387889020913178 , 0 , 2022 , 07 , 15 , 04 , 00 , 0.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  05:00:23 , 0 , 2022-07-15  05:00:00 , 81.22755460307329 , 7.407796377408289 , 0 , 2022 , 07 , 15 , 05 , 00 , 0.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  06:00:17 , 0 , 2022-07-15  06:00:00 , 81.2211843562832 , 7.411256427243728 , 0 , 2022 , 07 , 15 , 06 , 00 , 0.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  07:00:28 , 0 , 2022-07-15  07:00:00 , 81.2121064193312 , 7.399111384100394 , 0 , 2022 , 07 , 15 , 07 , 00 , 0.9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  08:00:22 , 0 , 2022-07-15  08:00:00 , 81.20158813605238 , 7.367647729375818 , 0 , 2022 , 07 , 15 , 08 , 00 , 1.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 2022-07-15  09:00:16 , 0 , 2022-07-15  09:00:00 , 81.19127638288 , 7.3174059282187045 , 0 , 2022 , 07 , 15 , 09 , 00 , 1.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
