"Reception time (UTC)","Position time (UTC)","Latitude (º)","Longitude (º)","Status","Water temperature (ºC)"
"25/7/22 4:00","25/7/22 4:00","81.081864376775","4.1462072221164","1","1"
"25/7/22 5:00","25/7/22 5:00","81.080411289955","4.1359343609771","1","0.6"
"25/7/22 6:00","25/7/22 6:00","81.077617769099","4.1232180072795","1","0.9"
"25/7/22 7:00","25/7/22 7:00","81.074021597148","4.1068297092217","1","0.9"
"25/7/22 8:00","25/7/22 8:00","81.070064668063","4.0864690593761","1","1.3"
"25/7/22 9:00","25/7/22 9:00","81.066068176393","4.0613890624874","1","1.3"
"25/7/22 10:00","25/7/22 10:00","81.062566552315","4.0324359555504","1","1.3"
"25/7/22 11:00","25/7/22 11:00","81.059879649274","4.0025856496445","1","1.1"
"25/7/22 12:00","25/7/22 12:00","81.058169740925","3.9718944711622","1","1.5"
"25/7/22 13:00","25/7/22 13:00","81.057524669619","3.9441537227722","1","1.4"
"25/7/22 14:00","25/7/22 14:00","81.057403299654","3.921727771862","1","1"
"25/7/22 15:00","25/7/22 15:00","81.057412687386","3.9023179651688","1","0.6"
"25/7/22 16:00","25/7/22 16:00","81.056906420404","3.8872560195479","1","0.6"
"25/7/22 17:00","25/7/22 17:00","81.055776539789","3.8751364573918","1","0.4"
"25/7/22 18:00","25/7/22 18:00","81.054161179314","3.8645538010927","1","0.8"
"25/7/22 19:00","25/7/22 19:00","81.052646401682","3.8550453695682","1","0.5"
"25/7/22 20:00","25/7/22 20:00","81.051468241302","3.8457246926859","1","0.3"
"25/7/22 21:00","25/7/22 21:00","81.05088284915","3.8361411593044","1","0.3"
"25/7/22 22:00","25/7/22 22:00","81.051177892159","3.8280341820737","1","0.3"
"25/7/22 23:00","25/7/22 23:00","81.052361416957","3.8230238153353","1","0.3"
"26/7/22 0:00","26/7/22 0:00","81.05409278298","3.8226979269205","1","0.5"
"26/7/22 1:00","26/7/22 1:00","81.055826160659","3.8265589670276","1","0.3"
"26/7/22 2:00","26/7/22 2:00","81.05700163883","3.8334495623976","1","0.3"
"26/7/22 3:00","26/7/22 3:00","81.057226273848","3.8430545534524","1","0.3"
"26/7/22 4:00","26/7/22 4:00","81.055928084608","3.853346190056","1","0.4"
"26/7/22 5:00","26/7/22 5:00","81.052899870449","3.8601496136278","1","0.8"
"26/7/22 6:00","26/7/22 6:00","81.048516470105","3.8626749135658","1","1"
"26/7/22 7:00","26/7/22 7:00","81.04292808729","3.8594441926148","1","1"
"26/7/22 8:00","26/7/22 8:00","81.036643000641","3.8484994380772","1","1.7"
"26/7/22 9:00","26/7/22 9:00","81.030439721372","3.8298540609988","1","1.9"
"26/7/22 10:00","26/7/22 10:00","81.02515643985","3.8048773291634","1","3.1"
"26/7/22 11:00","26/7/22 11:00","81.021218286229","3.7776622937716","1","2.9"
"26/7/22 12:00","26/7/22 12:00","81.018597767866","3.7512478978186","1","3"
"26/7/22 13:00","26/7/22 13:00","81.017154739329","3.7291223543359","1","2.6"
"26/7/22 14:00","26/7/22 14:00","81.01627497472","3.7117979652761","1","2.4"
"26/7/22 15:00","26/7/22 15:00","81.0154796997","3.6973730443342","1","2.5"
"26/7/22 16:00","26/7/22 16:00","81.014289469379","3.6859092823213","1","2.1"
"26/7/22 17:00","26/7/22 17:00","81.012438074496","3.6768554852519","1","1.6"
"26/7/22 18:00","26/7/22 18:00","81.009941608306","3.6695826750745","1","1.1"
"26/7/22 19:00","26/7/22 19:00","81.007006600917","3.6630340613743","1","0.8"
"26/7/22 20:00","26/7/22 20:00","81.003907978768","3.6567670796375","1","0.5"
"26/7/22 21:00","26/7/22 21:00","81.001006498993","3.6511907667631","1","0.3"
"26/7/22 22:00","26/7/22 22:00","80.998609945095","3.6464995829165","1","0.1"
"26/7/22 23:00","26/7/22 23:00","80.9969597159","3.6434137012609","1","0.1"
"27/7/22 0:00","27/7/22 0:00","80.996159747014","3.6440574314628","1","0.1"
"27/7/22 1:00","27/7/22 1:00","80.995639398434","3.6503874451153","1","0.1"
"27/7/22 2:00","27/7/22 2:00","80.994504823953","3.6616031027796","1","0.1"
"27/7/22 3:00","27/7/22 3:00","80.992426111843","3.6761004433692","1","0.3"
"27/7/22 4:00","27/7/22 4:00","80.988943263229","3.6918637866893","1","0.1"
"27/7/22 5:00","27/7/22 5:00","80.98361103139","3.7080844466737","1","0.1"
"27/7/22 6:00","27/7/22 6:00","80.976139737734","3.7214056385401","1","0.1"
"27/7/22 7:00","27/7/22 7:00","80.966821072508","3.7292524414809","1","0.1"
"27/7/22 8:00","27/7/22 8:00","80.955927950497","3.7290660279432","1","0.3"
"27/7/22 9:00","27/7/22 9:00","80.944542643103","3.7170255909577","1","0.3"
"27/7/22 10:00","27/7/22 10:00","80.933679695945","3.6940873380952","1","0.4"
"27/7/22 11:00","27/7/22 11:00","80.924292634385","3.662875811033","1","0.3"
"27/7/22 12:00","27/7/22 12:00","80.91728938623","3.627230592205","1","0.3"
